Fitur;Ukuran;Bit;PCA;Kernel;C;Akurasi
BSIF+MTCD;9x9;8;0,6;linear;1;98,021 $\pm$ 1,354
BSIF+MTCD;11x11;8;N/A;rbf;10;98,177 $\pm$ 1,2
BSIF+MTCD;11x11;8;N/A;rbf;100;98,177 $\pm$ 1,2
BSIF+MTCD;7x7;5;0,6;linear;1;98,021 $\pm$ 1,107
BSIF+MTCD;15x15;6;0,2;rbf;1;98,125 $\pm$ 0,765
BSIF+MTCD;9x9;10;N/A;poly;1;98,021 $\pm$ 1,354
BSIF+MTCD;9x9;10;N/A;poly;10;98,021 $\pm$ 1,354
BSIF+MTCD;9x9;10;N/A;poly;100;98,021 $\pm$ 1,354
BSIF+MTCD;11x11;9;0,2;linear;10;97,969 $\pm$ 1,066
BSIF+MTCD;11x11;9;0,2;linear;100;97,969 $\pm$ 1,066
BSIF+MTCD;15x15;5;0,2;rbf;1;98,073 $\pm$ 0,614
BSIF+MTCD;9x9;8;0,4;linear;1;97,969 $\pm$ 1,287
BSIF+MTCD;11x11;6;0,6;linear;10;98,021 $\pm$ 1,417
BSIF+MTCD;11x11;6;0,6;linear;100;98,021 $\pm$ 1,417
BSIF+MTCD;13x13;7;0,2;linear;1;98,073 $\pm$ 0,888
BSIF+MTCD;9x9;7;0,6;linear;1;98,021 $\pm$ 1,801
BSIF+MTCD;11x11;10;0,2;linear;100;98,021 $\pm$ 1,036
BSIF+MTCD;11x11;10;0,2;linear;10;98,021 $\pm$ 1,036
BSIF+MTCD;11x11;9;0,2;rbf;10;97,969 $\pm$ 1,2
BSIF+MTCD;11x11;9;0,2;rbf;100;97,969 $\pm$ 1,2
BSIF+MTCD;7x7;5;0,6;rbf;10;97,969 $\pm$ 1,003
BSIF+MTCD;7x7;5;0,6;rbf;100;97,969 $\pm$ 1,003
BSIF+MTCD;11x11;11;N/A;poly;1;98,073 $\pm$ 1,416
BSIF+MTCD;7x7;5;0,4;linear;10;97,969 $\pm$ 0,913
BSIF+MTCD;7x7;5;0,4;linear;100;97,969 $\pm$ 0,913
BSIF+MTCD;17x17;6;N/A;rbf;1;98,177 $\pm$ 0,497
BSIF+MTCD;9x9;8;0,8;linear;10;97,917 $\pm$ 1,309
BSIF+MTCD;9x9;8;N/A;linear;10;97,917 $\pm$ 1,309
BSIF+MTCD;9x9;8;0,6;linear;100;97,917 $\pm$ 1,309
BSIF+MTCD;9x9;8;0,6;linear;10;97,917 $\pm$ 1,309
BSIF+MTCD;9x9;8;0,8;linear;100;97,917 $\pm$ 1,309
BSIF+MTCD;9x9;8;N/A;linear;100;97,917 $\pm$ 1,309
BSIF+MTCD;13x13;8;0,6;rbf;1;98,021 $\pm$ 0,949
BSIF+MTCD;11x11;10;0,8;rbf;1;98,021 $\pm$ 1,005
BSIF+MTCD;11x11;8;0,6;rbf;10;98,073 $\pm$ 0,924
BSIF+MTCD;11x11;8;0,6;rbf;100;98,073 $\pm$ 0,924
BSIF+MTCD;11x11;8;0,8;rbf;10;98,073 $\pm$ 0,924
BSIF+MTCD;11x11;8;0,8;rbf;100;98,073 $\pm$ 0,924
BSIF+MTCD;11x11;8;0,4;linear;1;97,969 $\pm$ 1,035
BSIF+MTCD;13x13;5;0,2;linear;100;97,969 $\pm$ 0,697
BSIF+MTCD;13x13;5;0,2;linear;10;97,969 $\pm$ 0,697
BSIF+MTCD;11x11;6;N/A;linear;1;97,969 $\pm$ 1,623
BSIF+MTCD;11x11;6;0,8;linear;1;97,969 $\pm$ 1,623
BSIF+MTCD;7x7;5;0,4;rbf;10;97,917 $\pm$ 0,966
BSIF+MTCD;7x7;5;0,4;rbf;100;97,917 $\pm$ 0,966
BSIF+MTCD;7x7;5;0,8;rbf;100;97,917 $\pm$ 0,966
BSIF+MTCD;7x7;5;0,8;rbf;10;97,917 $\pm$ 0,966
BSIF+MTCD;13x13;8;0,8;rbf;1;97,969 $\pm$ 0,888
BSIF+MTCD;11x11;10;0,4;rbf;1;97,969 $\pm$ 1,066
BSIF+MTCD;11x11;5;N/A;rbf;100;97,865 $\pm$ 1,003
BSIF+MTCD;11x11;5;N/A;rbf;10;97,865 $\pm$ 1,003
BSIF+MTCD;9x9;10;0,4;rbf;10;97,917 $\pm$ 1,413
BSIF+MTCD;9x9;10;0,4;rbf;100;97,917 $\pm$ 1,413
BSIF+MTCD;11x11;8;0,4;rbf;100;98,021 $\pm$ 0,89
BSIF+MTCD;11x11;8;0,4;rbf;10;98,021 $\pm$ 0,89
BSIF+MTCD;13x13;6;0,8;rbf;1;97,969 $\pm$ 0,771
BSIF+MTCD;11x11;10;0,6;rbf;1;97,969 $\pm$ 1,066
BSIF+MTCD;11x11;5;0,4;rbf;100;97,865 $\pm$ 1,096
BSIF+MTCD;11x11;5;0,4;rbf;10;97,865 $\pm$ 1,096
BSIF+MTCD;9x9;7;N/A;linear;1;97,917 $\pm$ 1,786
BSIF+MTCD;9x9;7;0,8;linear;1;97,917 $\pm$ 1,786
BSIF+MTCD;11x11;9;0,8;rbf;1;97,969 $\pm$ 1,154
BSIF+MTCD;11x11;5;N/A;linear;100;97,812 $\pm$ 0,84
BSIF+MTCD;11x11;5;0,8;linear;10;97,812 $\pm$ 0,84
BSIF+MTCD;11x11;5;N/A;linear;10;97,812 $\pm$ 0,84
BSIF+MTCD;11x11;5;0,8;linear;100;97,812 $\pm$ 0,84
BSIF+MTCD;13x13;5;0,2;linear;1;97,917 $\pm$ 1,01
BSIF+MTCD;9x9;10;0,6;rbf;10;97,865 $\pm$ 1,446
BSIF+MTCD;9x9;10;0,8;rbf;10;97,865 $\pm$ 1,446
BSIF+MTCD;9x9;10;0,6;rbf;100;97,865 $\pm$ 1,446
BSIF+MTCD;9x9;10;0,8;rbf;100;97,865 $\pm$ 1,446
BSIF+MTCD;13x13;8;0,2;rbf;100;97,812 $\pm$ 0,814
BSIF+MTCD;13x13;8;0,2;rbf;10;97,812 $\pm$ 0,814
BSIF+MTCD;13x13;10;0,2;rbf;1;97,865 $\pm$ 1,154
BSIF+MTCD;13x13;6;0,6;rbf;1;97,917 $\pm$ 0,846
BSIF+MTCD;13x13;12;0,4;rbf;10;97,917 $\pm$ 0,859
BSIF+MTCD;13x13;12;0,4;rbf;100;97,917 $\pm$ 0,859
BSIF+MTCD;13x13;12;0,6;rbf;100;97,917 $\pm$ 0,896
BSIF+MTCD;13x13;12;0,6;rbf;10;97,917 $\pm$ 0,896
BSIF+MTCD;9x9;8;0,8;rbf;100;97,812 $\pm$ 1,432
BSIF+MTCD;9x9;8;0,6;rbf;100;97,812 $\pm$ 1,432
BSIF+MTCD;9x9;8;0,8;rbf;10;97,812 $\pm$ 1,432
BSIF+MTCD;9x9;8;0,6;rbf;10;97,812 $\pm$ 1,432
BSIF+MTCD;15x15;9;N/A;rbf;1;97,969 $\pm$ 0,596
BSIF+MTCD;9x9;9;0,6;rbf;100;97,812 $\pm$ 1,165
BSIF+MTCD;9x9;9;0,6;rbf;10;97,812 $\pm$ 1,165
BSIF+MTCD;11x11;6;0,6;linear;1;97,865 $\pm$ 1,623
BSIF+MTCD;11x11;9;0,6;rbf;1;97,917 $\pm$ 1,132
BSIF+MTCD;11x11;11;0,6;rbf;100;97,865 $\pm$ 1,253
BSIF+MTCD;11x11;11;0,8;rbf;10;97,865 $\pm$ 1,253
BSIF+MTCD;11x11;11;0,4;rbf;100;97,865 $\pm$ 1,253
BSIF+MTCD;11x11;11;0,6;rbf;10;97,865 $\pm$ 1,253
BSIF+MTCD;11x11;11;0,4;rbf;10;97,865 $\pm$ 1,253
BSIF+MTCD;11x11;11;0,8;rbf;100;97,865 $\pm$ 1,253
BSIF+MTCD;17x17;7;0,2;sigmoid;1;97,917 $\pm$ 1,062
BSIF+MTCD;9x9;9;0,8;rbf;10;97,812 $\pm$ 1,228
BSIF+MTCD;9x9;9;0,8;rbf;100;97,812 $\pm$ 1,228
BSIF+MTCD;13x13;5;0,6;rbf;1;97,917 $\pm$ 0,966
BSIF+MTCD;13x13;5;0,8;rbf;1;97,917 $\pm$ 0,966
BSIF+MTCD;9x9;9;0,8;linear;100;97,812 $\pm$ 1,107
BSIF+MTCD;9x9;9;0,6;linear;100;97,812 $\pm$ 1,107
BSIF+MTCD;9x9;9;0,8;linear;10;97,812 $\pm$ 1,107
BSIF+MTCD;9x9;9;0,6;linear;10;97,812 $\pm$ 1,107
BSIF+MTCD;9x9;9;N/A;linear;10;97,812 $\pm$ 1,107
BSIF+MTCD;9x9;9;N/A;linear;100;97,812 $\pm$ 1,107
BSIF+MTCD;13x13;12;0,8;rbf;100;97,865 $\pm$ 0,924
BSIF+MTCD;13x13;12;0,8;rbf;10;97,865 $\pm$ 0,924
BSIF+MTCD;9x9;7;0,4;linear;1;97,812 $\pm$ 1,777
BSIF+MTCD;13x13;8;0,4;rbf;1;97,865 $\pm$ 0,785
BSIF+MTCD;13x13;6;0,4;rbf;1;97,865 $\pm$ 0,864
BSIF+MTCD;11x11;10;0,2;linear;1;97,812 $\pm$ 1,047
BSIF+MTCD;11x11;6;N/A;poly;10;97,76 $\pm$ 1,526
BSIF+MTCD;11x11;6;N/A;poly;100;97,76 $\pm$ 1,526
BSIF+MTCD;13x13;5;0,2;rbf;10;97,76 $\pm$ 0,901
BSIF+MTCD;13x13;5;0,2;rbf;100;97,76 $\pm$ 0,901
BSIF+MTCD;15x15;10;N/A;rbf;1;97,917 $\pm$ 0,607
BSIF+MTCD;9x9;9;0,4;rbf;10;97,76 $\pm$ 1,218
BSIF+MTCD;9x9;9;0,4;rbf;100;97,76 $\pm$ 1,218
BSIF+MTCD;7x7;6;N/A;rbf;10;97,76 $\pm$ 1,227
BSIF+MTCD;11x11;5;0,6;linear;100;97,708 $\pm$ 0,78
BSIF+MTCD;11x11;5;0,6;linear;10;97,708 $\pm$ 0,78
BSIF+MTCD;7x7;6;N/A;rbf;100;97,76 $\pm$ 1,312
BSIF+MTCD;17x17;7;0,2;sigmoid;10;97,76 $\pm$ 0,271
BSIF+MTCD;11x11;6;0,8;rbf;10;97,76 $\pm$ 1,439
BSIF+MTCD;11x11;6;0,8;rbf;100;97,76 $\pm$ 1,439
BSIF+MTCD;11x11;6;0,6;rbf;10;97,76 $\pm$ 1,321
BSIF+MTCD;11x11;6;0,6;rbf;100;97,76 $\pm$ 1,321
BSIF+MTCD;9x9;8;0,4;rbf;10;97,708 $\pm$ 1,141
BSIF+MTCD;9x9;8;0,4;rbf;100;97,708 $\pm$ 1,141
BSIF+MTCD;11x11;6;N/A;poly;1;97,76 $\pm$ 1,682
BSIF+MTCD;11x11;6;0,4;linear;10;97,708 $\pm$ 1,451
BSIF+MTCD;11x11;6;0,4;linear;100;97,708 $\pm$ 1,451
BSIF+MTCD;9x9;8;0,4;linear;100;97,656 $\pm$ 1,056
BSIF+MTCD;9x9;8;0,4;linear;10;97,656 $\pm$ 1,056
BSIF+MTCD;9x9;9;0,4;linear;100;97,708 $\pm$ 1,093
BSIF+MTCD;9x9;9;0,4;linear;10;97,708 $\pm$ 1,093
BSIF+MTCD;13x13;8;0,2;linear;100;97,656 $\pm$ 1,262
BSIF+MTCD;13x13;8;0,2;linear;10;97,656 $\pm$ 1,262
BSIF+MTCD;9x9;9;N/A;poly;10;97,708 $\pm$ 1,188
BSIF+MTCD;9x9;9;N/A;poly;100;97,708 $\pm$ 1,188
BSIF+MTCD;9x9;9;N/A;poly;1;97,708 $\pm$ 1,188
BSIF+MTCD;11x11;7;0,2;linear;100;97,656 $\pm$ 1,483
BSIF+MTCD;11x11;7;0,2;linear;10;97,656 $\pm$ 1,483
BSIF+MTCD;11x11;5;0,6;rbf;10;97,708 $\pm$ 1,122
BSIF+MTCD;11x11;5;0,8;rbf;10;97,708 $\pm$ 1,122
BSIF+MTCD;11x11;5;0,6;rbf;100;97,708 $\pm$ 1,122
BSIF+MTCD;11x11;5;0,8;rbf;100;97,708 $\pm$ 1,122
BSIF+MTCD;13x13;9;0,2;rbf;1;97,76 $\pm$ 0,825
BSIF+MTCD;7x7;6;0,8;linear;100;97,708 $\pm$ 1,169
BSIF+MTCD;7x7;6;0,8;linear;10;97,708 $\pm$ 1,169
BSIF+MTCD;7x7;6;N/A;linear;100;97,708 $\pm$ 1,169
BSIF+MTCD;7x7;6;N/A;linear;10;97,708 $\pm$ 1,169
BSIF+MTCD;7x7;6;N/A;poly;10;97,708 $\pm$ 1,062
BSIF+MTCD;7x7;6;N/A;poly;100;97,708 $\pm$ 1,062
BSIF+MTCD;13x13;6;0,2;linear;1;97,76 $\pm$ 0,924
BSIF+MTCD;13x13;7;0,2;rbf;1;97,76 $\pm$ 0,901
BSIF+MTCD;9x9;7;0,4;rbf;100;97,656 $\pm$ 1,656
BSIF+MTCD;9x9;7;0,4;rbf;10;97,656 $\pm$ 1,656
BSIF+MTCD;11x11;9;0,2;linear;1;97,656 $\pm$ 0,981
BSIF+MTCD;11x11;12;N/A;rbf;10;97,76 $\pm$ 0,913
BSIF+MTCD;11x11;12;N/A;rbf;100;97,76 $\pm$ 0,913
BSIF+MTCD;11x11;10;0,2;rbf;10;97,708 $\pm$ 1,132
BSIF+MTCD;11x11;10;0,2;rbf;100;97,708 $\pm$ 1,132
BSIF+MTCD;11x11;6;0,4;linear;1;97,708 $\pm$ 1,58
BSIF+MTCD;11x11;8;0,2;linear;10;97,656 $\pm$ 0,681
BSIF+MTCD;11x11;8;0,2;linear;100;97,656 $\pm$ 0,681
BSIF+MTCD;9x9;9;0,8;linear;1;97,656 $\pm$ 1,262
BSIF+MTCD;9x9;9;0,6;linear;1;97,656 $\pm$ 1,262
BSIF+MTCD;9x9;9;N/A;linear;1;97,656 $\pm$ 1,262
BSIF+MTCD;7x7;6;0,6;linear;100;97,656 $\pm$ 1,126
BSIF+MTCD;7x7;6;0,6;linear;10;97,656 $\pm$ 1,126
BSIF+MTCD;11x11;6;0,4;rbf;10;97,656 $\pm$ 1,312
BSIF+MTCD;11x11;6;0,4;rbf;100;97,656 $\pm$ 1,312
BSIF+MTCD;9x9;6;0,6;linear;1;97,708 $\pm$ 1,374
BSIF+MTCD;9x9;6;0,8;linear;1;97,708 $\pm$ 1,495
BSIF+MTCD;9x9;6;N/A;linear;1;97,708 $\pm$ 1,495
BSIF+MTCD;9x9;7;0,8;rbf;100;97,604 $\pm$ 1,604
BSIF+MTCD;9x9;7;0,8;rbf;10;97,604 $\pm$ 1,604
BSIF+MTCD;9x9;5;N/A;rbf;10;97,708 $\pm$ 1,334
BSIF+MTCD;13x13;5;0,4;rbf;1;97,708 $\pm$ 0,932
BSIF+MTCD;11x11;5;N/A;linear;1;97,656 $\pm$ 1,209
BSIF+MTCD;11x11;5;0,8;linear;1;97,656 $\pm$ 1,209
BSIF+MTCD;11x11;7;0,2;linear;1;97,656 $\pm$ 1,227
BSIF+MTCD;9x9;6;N/A;rbf;100;97,656 $\pm$ 1,519
BSIF+MTCD;11x11;9;0,4;rbf;1;97,708 $\pm$ 1,093
BSIF+MTCD;9x9;5;0,8;linear;1;97,656 $\pm$ 1,236
BSIF+MTCD;9x9;5;N/A;linear;1;97,656 $\pm$ 1,236
BSIF+MTCD;17x17;5;0,4;sigmoid;1;97,708 $\pm$ 0,82
BSIF+MTCD;9x9;7;0,6;rbf;10;97,552 $\pm$ 1,682
BSIF+MTCD;9x9;7;0,6;rbf;100;97,552 $\pm$ 1,682
BSIF+MTCD;11x11;12;N/A;linear;100;97,656 $\pm$ 0,742
BSIF+MTCD;11x11;12;0,8;linear;10;97,656 $\pm$ 0,742
BSIF+MTCD;11x11;12;0,8;linear;100;97,656 $\pm$ 0,742
BSIF+MTCD;11x11;12;N/A;linear;10;97,656 $\pm$ 0,742
BSIF+MTCD;17x17;5;0,6;sigmoid;1;97,708 $\pm$ 0,82
BSIF+MTCD;17x17;5;0,8;sigmoid;1;97,708 $\pm$ 0,82
BSIF+MTCD;9x9;6;N/A;rbf;10;97,604 $\pm$ 1,569
BSIF+MTCD;9x9;9;0,4;linear;1;97,552 $\pm$ 1,287
BSIF+MTCD;7x7;6;0,4;linear;100;97,552 $\pm$ 1,227
BSIF+MTCD;7x7;6;0,4;linear;10;97,552 $\pm$ 1,227
BSIF+MTCD;17x17;6;0,4;sigmoid;10;97,604 $\pm$ 0,454
BSIF+MTCD;17x17;6;0,6;sigmoid;1;97,708 $\pm$ 0,737
BSIF+MTCD;11x11;7;0,4;rbf;1;97,604 $\pm$ 1,263
BSIF+MTCD;11x11;12;N/A;linear;1;97,604 $\pm$ 0,786
BSIF+MTCD;11x11;12;0,8;linear;1;97,604 $\pm$ 0,786
BSIF+MTCD;9x9;6;0,8;linear;100;97,604 $\pm$ 1,52
BSIF+MTCD;9x9;6;N/A;linear;100;97,604 $\pm$ 1,52
BSIF+MTCD;9x9;6;0,8;linear;10;97,604 $\pm$ 1,52
BSIF+MTCD;9x9;6;N/A;linear;10;97,604 $\pm$ 1,52
BSIF+MTCD;15x15;8;N/A;rbf;1;97,604 $\pm$ 0,561
BSIF+MTCD;11x11;5;0,6;linear;1;97,552 $\pm$ 1,2
BSIF+MTCD;9x9;6;N/A;poly;1;97,552 $\pm$ 1,582
BSIF+MTCD;15x15;12;0,2;rbf;1;97,552 $\pm$ 1,003
BSIF+MTCD;17x17;6;0,6;sigmoid;10;97,5 $\pm$ 0,78
BSIF+MTCD;9x9;5;N/A;rbf;100;97,552 $\pm$ 1,337
BSIF+MTCD;9x9;5;0,8;rbf;100;97,552 $\pm$ 1,541
BSIF+MTCD;9x9;5;0,8;rbf;10;97,552 $\pm$ 1,541
BSIF+MTCD;11x11;7;0,8;rbf;1;97,552 $\pm$ 1,253
BSIF+MTCD;11x11;12;0,6;linear;1;97,552 $\pm$ 0,838
BSIF+MTCD;9x9;5;0,4;linear;1;97,552 $\pm$ 1,154
BSIF+MTCD;9x9;5;0,6;linear;1;97,552 $\pm$ 1,236
BSIF+MTCD;7x7;5;0,2;linear;1;97,448 $\pm$ 0,876
BSIF+MTCD;17x17;6;0,8;sigmoid;1;97,656 $\pm$ 0,697
BSIF+MTCD;13x13;6;0,2;rbf;1;97,552 $\pm$ 1,086
BSIF+MTCD;17x17;8;0,6;sigmoid;1;97,604 $\pm$ 0,477
BSIF+MTCD;11x11;7;0,6;rbf;1;97,552 $\pm$ 1,253
BSIF+MTCD;9x9;6;0,6;linear;10;97,552 $\pm$ 1,491
BSIF+MTCD;9x9;6;0,6;linear;100;97,552 $\pm$ 1,491
BSIF+MTCD;9x9;5;N/A;linear;10;97,5 $\pm$ 0,988
BSIF+MTCD;9x9;5;0,8;linear;10;97,5 $\pm$ 0,988
BSIF+MTCD;9x9;5;0,8;linear;100;97,5 $\pm$ 0,988
BSIF+MTCD;9x9;5;N/A;linear;100;97,5 $\pm$ 0,988
BSIF+MTCD;13x13;8;0,2;linear;1;97,448 $\pm$ 0,981
BSIF+MTCD;17x17;6;0,8;sigmoid;10;97,448 $\pm$ 0,785
BSIF+MTCD;17x17;6;0,4;sigmoid;1;97,604 $\pm$ 0,814
BSIF+MTCD;11x11;5;0,4;linear;100;97,448 $\pm$ 1,126
BSIF+MTCD;11x11;5;0,4;linear;10;97,448 $\pm$ 1,126
BSIF+MTCD;7x7;5;0,2;linear;10;97,396 $\pm$ 0,84
BSIF+MTCD;11x11;12;0,4;linear;1;97,5 $\pm$ 0,846
BSIF+MTCD;11x11;12;0,6;linear;100;97,5 $\pm$ 0,765
BSIF+MTCD;11x11;12;0,6;linear;10;97,5 $\pm$ 0,765
BSIF+MTCD;11x11;12;N/A;poly;10;97,448 $\pm$ 0,864
BSIF+MTCD;11x11;12;N/A;poly;1;97,448 $\pm$ 0,864
BSIF+MTCD;11x11;12;N/A;poly;100;97,448 $\pm$ 0,864
BSIF+MTCD;17x17;8;0,8;sigmoid;1;97,552 $\pm$ 0,559
BSIF+MTCD;17x17;8;0,4;sigmoid;1;97,552 $\pm$ 0,497
BSIF+MTCD;9x9;10;0,2;linear;100;97,396 $\pm$ 1,746
BSIF+MTCD;9x9;10;0,2;linear;10;97,396 $\pm$ 1,746
BSIF+MTCD;9x9;5;0,6;rbf;100;97,5 $\pm$ 1,607
BSIF+MTCD;9x9;5;0,6;rbf;10;97,5 $\pm$ 1,607
BSIF+MTCD;11x11;5;N/A;poly;100;97,396 $\pm$ 1,117
BSIF+MTCD;11x11;5;N/A;poly;10;97,396 $\pm$ 1,117
BSIF+MTCD;9x9;10;0,2;linear;1;97,396 $\pm$ 1,676
BSIF+MTCD;13x13;11;0,2;rbf;1;97,5 $\pm$ 0,765
BSIF+MTCD;9x9;5;0,6;linear;100;97,448 $\pm$ 1,025
BSIF+MTCD;9x9;5;0,6;linear;10;97,448 $\pm$ 1,025
BSIF+MTCD;9x9;6;0,4;linear;1;97,448 $\pm$ 1,209
BSIF+MTCD;7x7;6;N/A;poly;1;97,396 $\pm$ 0,983
BSIF+MTCD;9x9;10;0,6;rbf;1;97,396 $\pm$ 1,912
BSIF+MTCD;11x11;5;0,4;linear;1;97,448 $\pm$ 1,209
BSIF+MTCD;7x7;5;0,2;linear;100;97,344 $\pm$ 0,785
BSIF+MTCD;17x17;5;N/A;rbf;1;97,656 $\pm$ 0,559
BSIF+MTCD;9x9;5;0,4;linear;10;97,396 $\pm$ 0,96
BSIF+MTCD;9x9;5;0,4;linear;100;97,396 $\pm$ 0,96
BSIF+MTCD;9x9;7;0,2;linear;100;97,292 $\pm$ 1,686
BSIF+MTCD;9x9;7;0,2;linear;10;97,292 $\pm$ 1,686
BSIF+MTCD;7x7;7;0,6;linear;100;97,292 $\pm$ 0,642
BSIF+MTCD;7x7;7;0,6;linear;10;97,292 $\pm$ 0,642
BSIF+MTCD;7x7;7;N/A;linear;10;97,292 $\pm$ 0,642
BSIF+MTCD;7x7;7;0,8;linear;100;97,292 $\pm$ 0,642
BSIF+MTCD;7x7;7;N/A;linear;100;97,292 $\pm$ 0,642
BSIF+MTCD;7x7;7;0,8;linear;10;97,292 $\pm$ 0,642
BSIF+MTCD;11x11;8;0,8;rbf;1;97,448 $\pm$ 0,901
BSIF+MTCD;11x11;8;0,6;rbf;1;97,448 $\pm$ 0,901
BSIF+MTCD;11x11;11;0,2;rbf;10;97,396 $\pm$ 1,354
BSIF+MTCD;11x11;11;0,2;rbf;100;97,396 $\pm$ 1,354
BSIF+MTCD;9x9;10;0,8;rbf;1;97,344 $\pm$ 1,877
BSIF+MTCD;15x15;7;N/A;rbf;1;97,5 $\pm$ 0,329
BSIF+MTCD;11x11;8;0,2;linear;1;97,344 $\pm$ 0,785
BSIF+MTCD;11x11;11;0,2;linear;100;97,344 $\pm$ 1,555
BSIF+MTCD;11x11;11;0,2;linear;10;97,344 $\pm$ 1,555
BSIF+MTCD;7x7;5;0,2;rbf;10;97,292 $\pm$ 0,82
BSIF+MTCD;7x7;5;0,2;rbf;100;97,292 $\pm$ 0,82
BSIF+MTCD;11x11;7;0,2;rbf;100;97,292 $\pm$ 1,451
BSIF+MTCD;11x11;7;0,2;rbf;10;97,292 $\pm$ 1,451
BSIF+MTCD;7x7;7;N/A;rbf;100;97,24 $\pm$ 0,876
BSIF+MTCD;11x11;8;0,4;rbf;1;97,396 $\pm$ 0,983
BSIF+MTCD;11x11;12;0,4;linear;100;97,344 $\pm$ 0,798
BSIF+MTCD;11x11;12;0,4;linear;10;97,344 $\pm$ 0,798
BSIF+MTCD;9x9;11;N/A;linear;100;97,292 $\pm$ 1,062
BSIF+MTCD;9x9;11;0,8;linear;10;97,292 $\pm$ 1,062
BSIF+MTCD;9x9;11;N/A;linear;10;97,292 $\pm$ 1,062
BSIF+MTCD;9x9;11;0,8;linear;100;97,292 $\pm$ 1,062
BSIF+MTCD;9x9;11;N/A;poly;1;97,292 $\pm$ 1,042
BSIF+MTCD;9x9;6;N/A;poly;10;97,292 $\pm$ 1,552
BSIF+MTCD;9x9;6;N/A;poly;100;97,292 $\pm$ 1,552
BSIF+MTCD;9x9;11;N/A;rbf;10;97,24 $\pm$ 0,838
BSIF+MTCD;9x9;11;N/A;rbf;100;97,24 $\pm$ 0,838
BSIF+MTCD;11x11;8;0,2;rbf;10;97,344 $\pm$ 0,924
BSIF+MTCD;11x11;8;0,2;rbf;100;97,344 $\pm$ 0,924
BSIF+MTCD;13x13;12;0,2;linear;100;97,24 $\pm$ 0,825
BSIF+MTCD;13x13;12;0,2;linear;10;97,24 $\pm$ 0,825
BSIF+MTCD;9x9;5;0,4;rbf;100;97,292 $\pm$ 1,699
BSIF+MTCD;9x9;5;0,4;rbf;10;97,292 $\pm$ 1,699
BSIF+MTCD;9x9;10;0,4;rbf;1;97,24 $\pm$ 1,776
BSIF+MTCD;17x17;7;0,8;sigmoid;100;97,188 $\pm$ 0,345
BSIF+MTCD;11x11;11;0,8;rbf;1;97,292 $\pm$ 1,093
BSIF+MTCD;9x9;11;0,8;linear;1;97,24 $\pm$ 0,981
BSIF+MTCD;9x9;11;N/A;linear;1;97,24 $\pm$ 0,981
BSIF+MTCD;7x7;6;0,8;linear;1;97,24 $\pm$ 1,304
BSIF+MTCD;11x11;11;0,6;rbf;1;97,292 $\pm$ 1,112
BSIF+MTCD;9x9;11;0,6;linear;10;97,24 $\pm$ 1,066
BSIF+MTCD;9x9;11;0,6;linear;100;97,24 $\pm$ 1,066
BSIF+MTCD;9x9;11;N/A;poly;10;97,24 $\pm$ 1,116
BSIF+MTCD;9x9;11;N/A;poly;100;97,24 $\pm$ 1,116
BSIF+MTCD;9x9;7;0,2;rbf;10;97,135 $\pm$ 1,439
BSIF+MTCD;9x9;7;0,2;rbf;100;97,135 $\pm$ 1,439
BSIF+MTCD;7x7;7;N/A;rbf;10;97,135 $\pm$ 1,025
BSIF+MTCD;7x7;6;0,8;rbf;100;97,188 $\pm$ 1,576
BSIF+MTCD;7x7;6;0,6;rbf;10;97,188 $\pm$ 1,576
BSIF+MTCD;7x7;6;0,8;rbf;10;97,188 $\pm$ 1,576
BSIF+MTCD;7x7;6;0,6;rbf;100;97,188 $\pm$ 1,576
BSIF+MTCD;9x9;11;0,6;linear;1;97,188 $\pm$ 1,088
BSIF+MTCD;11x11;11;0,4;rbf;1;97,24 $\pm$ 1,163
BSIF+MTCD;7x7;6;0,6;linear;1;97,188 $\pm$ 1,354
BSIF+MTCD;7x7;6;N/A;linear;1;97,188 $\pm$ 1,362
BSIF+MTCD;17x17;7;0,6;sigmoid;100;97,083 $\pm$ 0,442
BSIF+MTCD;11x11;5;N/A;poly;1;97,24 $\pm$ 1,329
BSIF+MTCD;9x9;10;0,2;rbf;10;97,083 $\pm$ 2,004
BSIF+MTCD;9x9;10;0,2;rbf;100;97,083 $\pm$ 2,004
BSIF+MTCD;9x9;11;0,4;linear;10;97,135 $\pm$ 1,191
BSIF+MTCD;9x9;11;0,4;linear;100;97,135 $\pm$ 1,191
BSIF+MTCD;17x17;5;0,2;sigmoid;1;97,292 $\pm$ 0,966
BSIF+MTCD;9x9;6;0,4;linear;10;97,188 $\pm$ 1,219
BSIF+MTCD;9x9;6;0,4;linear;100;97,188 $\pm$ 1,219
BSIF+MTCD;9x9;5;N/A;poly;10;97,188 $\pm$ 1,477
BSIF+MTCD;9x9;5;N/A;poly;100;97,188 $\pm$ 1,477
BSIF+MTCD;9x9;5;N/A;poly;1;97,188 $\pm$ 1,394
BSIF+MTCD;9x9;11;0,4;rbf;10;97,083 $\pm$ 1,01
BSIF+MTCD;9x9;11;0,4;rbf;100;97,083 $\pm$ 1,01
BSIF+MTCD;7x7;7;0,4;linear;10;97,083 $\pm$ 0,737
BSIF+MTCD;7x7;7;0,4;linear;100;97,083 $\pm$ 0,737
BSIF+MTCD;13x13;5;0,2;rbf;1;97,24 $\pm$ 1,116
BSIF+MTCD;11x11;11;0,2;linear;1;97,188 $\pm$ 1,506
